	audio_num	frame_num	neutral	glass	gunshot	scream
178	1.0	178.0	True	False	False	False
179	1.0	179.0	True	False	False	False
180	1.0	180.0	True	False	False	False
181	1.0	181.0	True	False	False	False
182	1.0	182.0	True	False	False	False
183	1.0	183.0	True	False	False	False
184	1.0	184.0	False	True	False	False
185	1.0	185.0	False	True	False	False
186	1.0	186.0	False	True	False	False
187	1.0	187.0	False	True	False	False
188	1.0	188.0	False	True	False	False
189	1.0	189.0	True	False	False	False
190	1.0	190.0	True	False	False	False
191	1.0	191.0	True	False	False	False
192	1.0	192.0	True	False	False	False
193	1.0	193.0	True	False	False	False
194	1.0	194.0	True	False	False	False
195	1.0	195.0	True	False	False	False
196	1.0	196.0	True	False	False	False
197	1.0	197.0	True	False	False	False
198	1.0	198.0	True	False	False	False
199	1.0	199.0	True	False	False	False
200	1.0	200.0	True	False	False	False
201	1.0	201.0	True	False	False	False
202	1.0	202.0	True	False	False	False
203	1.0	203.0	True	False	False	False
204	1.0	204.0	True	False	False	False
205	1.0	205.0	True	False	False	False
206	1.0	206.0	False	True	False	False
207	1.0	207.0	False	True	False	False
208	1.0	208.0	False	True	False	False
209	1.0	209.0	True	False	False	False
210	1.0	210.0	True	False	False	False
211	1.0	211.0	True	False	False	False
212	1.0	212.0	True	False	False	False
213	1.0	213.0	True	False	False	False
214	1.0	214.0	True	False	False	False
215	1.0	215.0	True	False	False	False
216	1.0	216.0	True	False	False	False
217	1.0	217.0	True	False	False	False
218	1.0	218.0	True	False	False	False
219	1.0	219.0	True	False	False	False
220	1.0	220.0	True	False	False	False
221	1.0	221.0	True	False	False	False
222	1.0	222.0	True	False	False	False
223	1.0	223.0	True	False	False	False
224	1.0	224.0	True	False	False	False
225	1.0	225.0	True	False	False	False
226	1.0	226.0	True	False	False	False
227	1.0	227.0	True	False	False	False
228	1.0	228.0	True	False	False	False
229	1.0	229.0	True	False	False	False
230	1.0	230.0	False	False	False	True
231	1.0	231.0	False	False	False	True
232	1.0	232.0	False	False	False	True
233	1.0	233.0	True	False	False	False
234	1.0	234.0	True	False	False	False
235	1.0	235.0	True	False	False	False
236	1.0	236.0	True	False	False	False
237	1.0	237.0	True	False	False	False
238	1.0	238.0	True	False	False	False
239	1.0	239.0	True	False	False	False
240	1.0	240.0	True	False	False	False
241	1.0	241.0	True	False	False	False
242	1.0	242.0	True	False	False	False
243	1.0	243.0	True	False	False	False
244	1.0	244.0	True	False	False	False
245	1.0	245.0	True	False	False	False
246	1.0	246.0	True	False	False	False
247	1.0	247.0	True	False	False	False
248	1.0	248.0	True	False	False	False
249	1.0	249.0	True	False	False	False
250	1.0	250.0	True	False	False	False
251	1.0	251.0	True	False	False	False
252	1.0	252.0	True	False	False	False
253	1.0	253.0	True	False	False	False
254	1.0	254.0	False	True	False	False
255	1.0	255.0	False	True	False	False
256	1.0	256.0	False	True	False	False
257	1.0	257.0	True	False	False	False
258	1.0	258.0	True	False	False	False
259	1.0	259.0	True	False	False	False
260	1.0	260.0	True	False	False	False
261	1.0	261.0	True	False	False	False
262	1.0	262.0	True	False	False	False
263	1.0	263.0	True	False	False	False
264	1.0	264.0	True	False	False	False
265	1.0	265.0	True	False	False	False
266	1.0	266.0	True	False	False	False
267	1.0	267.0	True	False	False	False
268	1.0	268.0	True	False	False	False
269	1.0	269.0	True	False	False	False
270	1.0	270.0	True	False	False	False
271	1.0	271.0	True	False	False	False
272	1.0	272.0	True	False	False	False
273	1.0	273.0	True	False	False	False
274	1.0	274.0	True	False	False	False
275	1.0	275.0	True	False	False	False
276	1.0	276.0	False	True	False	False
277	1.0	277.0	False	True	False	False
278	1.0	278.0	False	True	False	False
279	1.0	279.0	False	True	False	False
280	1.0	280.0	False	True	False	False
281	1.0	281.0	True	False	False	False
282	1.0	282.0	True	False	False	False
283	1.0	283.0	True	False	False	False
284	1.0	284.0	True	False	False	False
285	1.0	285.0	True	False	False	False
286	1.0	286.0	True	False	False	False
287	1.0	287.0	True	False	False	False
288	1.0	288.0	True	False	False	False
289	1.0	289.0	True	False	False	False
290	1.0	290.0	True	False	False	False
291	1.0	291.0	True	False	False	False
292	1.0	292.0	True	False	False	False
293	1.0	293.0	True	False	False	False
294	1.0	294.0	True	False	False	False
295	1.0	295.0	True	False	False	False
296	1.0	296.0	True	False	False	False
297	1.0	297.0	True	False	False	False
298	1.0	298.0	True	False	False	False
299	1.0	299.0	True	False	False	False
300	1.0	300.0	True	False	False	False
301	1.0	301.0	True	False	False	False
302	1.0	302.0	False	False	True	False
303	1.0	303.0	True	False	False	False
304	1.0	304.0	True	False	False	False
305	1.0	305.0	True	False	False	False
306	1.0	306.0	True	False	False	False
307	1.0	307.0	True	False	False	False
308	1.0	308.0	True	False	False	False
309	1.0	309.0	True	False	False	False
310	1.0	310.0	True	False	False	False
311	1.0	311.0	True	False	False	False
312	1.0	312.0	True	False	False	False
313	1.0	313.0	True	False	False	False
314	1.0	314.0	True	False	False	False
315	1.0	315.0	True	False	False	False
316	1.0	316.0	True	False	False	False
317	1.0	317.0	False	False	True	False
318	1.0	318.0	False	False	True	False
319	1.0	319.0	True	False	False	False
320	1.0	320.0	True	False	False	False
321	1.0	321.0	True	False	False	False
322	1.0	322.0	True	False	False	False
323	1.0	323.0	True	False	False	False
324	1.0	324.0	True	False	False	False
325	1.0	325.0	True	False	False	False
326	1.0	326.0	True	False	False	False
327	1.0	327.0	True	False	False	False
328	1.0	328.0	True	False	False	False
329	1.0	329.0	True	False	False	False
330	1.0	330.0	True	False	False	False
331	1.0	331.0	True	False	False	False
332	1.0	332.0	True	False	False	False
333	1.0	333.0	True	False	False	False
334	1.0	334.0	True	False	False	False
335	1.0	335.0	True	False	False	False
336	1.0	336.0	True	False	False	False
337	1.0	337.0	True	False	False	False
338	1.0	338.0	True	False	False	False
339	1.0	339.0	True	False	False	False
340	1.0	340.0	False	False	False	True
341	1.0	341.0	False	False	False	True
342	1.0	342.0	False	False	False	True
343	1.0	343.0	False	False	False	True
344	1.0	344.0	False	False	False	True
345	1.0	345.0	False	False	False	True
346	1.0	346.0	False	False	False	True
347	1.0	347.0	True	False	False	False
348	1.0	348.0	True	False	False	False
349	1.0	349.0	True	False	False	False
350	1.0	350.0	True	False	False	False
351	1.0	351.0	True	False	False	False
352	1.0	352.0	True	False	False	False
353	1.0	353.0	True	False	False	False
354	1.0	354.0	True	False	False	False
355	1.0	355.0	True	False	False	False
356	1.0	356.0	True	False	False	False
357	1.0	357.0	True	False	False	False
358	1.0	358.0	True	False	False	False
359	1.0	359.0	True	False	False	False
360	1.0	360.0	True	False	False	False
361	1.0	361.0	True	False	False	False
362	1.0	362.0	True	False	False	False
363	1.0	363.0	True	False	False	False
364	1.0	364.0	False	False	True	False
365	1.0	365.0	False	False	True	False
366	1.0	366.0	True	False	False	False
367	1.0	367.0	True	False	False	False
368	1.0	368.0	True	False	False	False
369	1.0	369.0	True	False	False	False
370	1.0	370.0	True	False	False	False
371	1.0	371.0	True	False	False	False
372	1.0	372.0	True	False	False	False
373	1.0	373.0	True	False	False	False
374	1.0	374.0	True	False	False	False
375	1.0	375.0	True	False	False	False
376	1.0	376.0	True	False	False	False
377	1.0	377.0	True	False	False	False
378	1.0	378.0	True	False	False	False
379	1.0	379.0	True	False	False	False
380	1.0	380.0	True	False	False	False
381	1.0	381.0	True	False	False	False
382	1.0	382.0	True	False	False	False
383	1.0	383.0	True	False	False	False
384	1.0	384.0	False	True	False	False
385	1.0	385.0	False	True	False	False
386	1.0	386.0	False	True	False	False
387	1.0	387.0	False	True	False	False
388	1.0	388.0	False	True	False	False
389	1.0	389.0	False	True	False	False
390	1.0	390.0	False	True	False	False
391	1.0	391.0	False	True	False	False
392	1.0	392.0	True	False	False	False
393	1.0	393.0	True	False	False	False
394	1.0	394.0	True	False	False	False
395	1.0	395.0	True	False	False	False
396	1.0	396.0	True	False	False	False
397	1.0	397.0	True	False	False	False
398	1.0	398.0	True	False	False	False
399	1.0	399.0	True	False	False	False
400	1.0	400.0	True	False	False	False
401	1.0	401.0	True	False	False	False
402	1.0	402.0	True	False	False	False
403	1.0	403.0	True	False	False	False
404	1.0	404.0	True	False	False	False
405	1.0	405.0	True	False	False	False
406	1.0	406.0	True	False	False	False
407	1.0	407.0	True	False	False	False
408	1.0	408.0	False	False	False	True
409	1.0	409.0	False	False	False	True
410	1.0	410.0	False	False	False	True
411	1.0	411.0	False	False	False	True
412	1.0	412.0	False	False	False	True
413	1.0	413.0	False	False	False	True
414	1.0	414.0	False	False	False	True
415	1.0	415.0	False	False	False	True
416	1.0	416.0	True	False	False	False
417	1.0	417.0	True	False	False	False
418	1.0	418.0	True	False	False	False
419	1.0	419.0	True	False	False	False
420	1.0	420.0	True	False	False	False
421	1.0	421.0	True	False	False	False
422	1.0	422.0	True	False	False	False
423	1.0	423.0	True	False	False	False
424	1.0	424.0	True	False	False	False
425	1.0	425.0	True	False	False	False
426	1.0	426.0	True	False	False	False
427	1.0	427.0	True	False	False	False
428	1.0	428.0	True	False	False	False
429	1.0	429.0	True	False	False	False
430	1.0	430.0	True	False	False	False
431	1.0	431.0	False	True	False	False
432	1.0	432.0	False	True	False	False
433	1.0	433.0	False	True	False	False
434	1.0	434.0	True	False	False	False
435	1.0	435.0	True	False	False	False
436	1.0	436.0	True	False	False	False
437	1.0	437.0	True	False	False	False
438	1.0	438.0	True	False	False	False
439	1.0	439.0	True	False	False	False
440	1.0	440.0	True	False	False	False
441	1.0	441.0	True	False	False	False
442	1.0	442.0	True	False	False	False
443	1.0	443.0	True	False	False	False
444	1.0	444.0	True	False	False	False
445	1.0	445.0	True	False	False	False
446	1.0	446.0	True	False	False	False
447	1.0	447.0	True	False	False	False
448	1.0	448.0	True	False	False	False
449	1.0	449.0	False	False	True	False
450	1.0	450.0	False	False	True	False
451	1.0	451.0	True	False	False	False
452	1.0	452.0	True	False	False	False
453	1.0	453.0	True	False	False	False
454	1.0	454.0	True	False	False	False
455	1.0	455.0	True	False	False	False
456	1.0	456.0	True	False	False	False
457	1.0	457.0	True	False	False	False
458	1.0	458.0	True	False	False	False
459	1.0	459.0	True	False	False	False
460	1.0	460.0	True	False	False	False
461	1.0	461.0	True	False	False	False
462	1.0	462.0	True	False	False	False
463	1.0	463.0	True	False	False	False
464	1.0	464.0	True	False	False	False
465	1.0	465.0	True	False	False	False
466	1.0	466.0	True	False	False	False
467	1.0	467.0	False	True	False	False
468	1.0	468.0	False	True	False	False
469	1.0	469.0	False	True	False	False
470	1.0	470.0	False	True	False	False
471	1.0	471.0	True	False	False	False
472	1.0	472.0	True	False	False	False
473	1.0	473.0	True	False	False	False
474	1.0	474.0	True	False	False	False
475	1.0	475.0	True	False	False	False
476	1.0	476.0	True	False	False	False
477	1.0	477.0	True	False	False	False
478	1.0	478.0	True	False	False	False
479	1.0	479.0	True	False	False	False
480	1.0	480.0	True	False	False	False
481	1.0	481.0	True	False	False	False
482	1.0	482.0	True	False	False	False
483	1.0	483.0	True	False	False	False
484	1.0	484.0	True	False	False	False
485	1.0	485.0	True	False	False	False
486	1.0	486.0	True	False	False	False
487	1.0	487.0	True	False	False	False
488	1.0	488.0	True	False	False	False
489	1.0	489.0	False	False	True	False
490	1.0	490.0	True	False	False	False
491	1.0	491.0	True	False	False	False
492	1.0	492.0	True	False	False	False
493	1.0	493.0	True	False	False	False
494	1.0	494.0	True	False	False	False
495	1.0	495.0	True	False	False	False
496	1.0	496.0	True	False	False	False
497	1.0	497.0	True	False	False	False
498	1.0	498.0	True	False	False	False
499	1.0	499.0	True	False	False	False
500	1.0	500.0	True	False	False	False
501	1.0	501.0	True	False	False	False
502	1.0	502.0	True	False	False	False
503	1.0	503.0	True	False	False	False
504	1.0	504.0	True	False	False	False
505	1.0	505.0	True	False	False	False
506	1.0	506.0	True	False	False	False
507	1.0	507.0	True	False	False	False
508	1.0	508.0	True	False	False	False
509	1.0	509.0	True	False	False	False
510	1.0	510.0	False	False	False	True
511	1.0	511.0	False	False	False	True
512	1.0	512.0	False	False	False	True
513	1.0	513.0	True	False	False	False
514	1.0	514.0	True	False	False	False
515	1.0	515.0	True	False	False	False
516	1.0	516.0	True	False	False	False
517	1.0	517.0	True	False	False	False
518	1.0	518.0	True	False	False	False
519	1.0	519.0	True	False	False	False
520	1.0	520.0	True	False	False	False
521	1.0	521.0	True	False	False	False
522	1.0	522.0	True	False	False	False
523	1.0	523.0	True	False	False	False
524	1.0	524.0	True	False	False	False
525	1.0	525.0	True	False	False	False
526	1.0	526.0	True	False	False	False
527	1.0	527.0	True	False	False	False
528	1.0	528.0	False	True	False	False
529	1.0	529.0	False	True	False	False
530	1.0	530.0	False	True	False	False
531	1.0	531.0	True	False	False	False
532	1.0	532.0	True	False	False	False
533	1.0	533.0	True	False	False	False
534	1.0	534.0	True	False	False	False
535	1.0	535.0	True	False	False	False
536	1.0	536.0	True	False	False	False
537	1.0	537.0	True	False	False	False
538	1.0	538.0	True	False	False	False
539	1.0	539.0	True	False	False	False
540	1.0	540.0	True	False	False	False
541	1.0	541.0	True	False	False	False
542	1.0	542.0	True	False	False	False
543	1.0	543.0	True	False	False	False
544	1.0	544.0	True	False	False	False
545	1.0	545.0	True	False	False	False
546	1.0	546.0	False	True	False	False
547	1.0	547.0	False	True	False	False
548	1.0	548.0	False	True	False	False
549	1.0	549.0	True	False	False	False
550	1.0	550.0	True	False	False	False
551	1.0	551.0	True	False	False	False
552	1.0	552.0	True	False	False	False
553	1.0	553.0	True	False	False	False
554	1.0	554.0	True	False	False	False
555	1.0	555.0	True	False	False	False
556	1.0	556.0	True	False	False	False
557	1.0	557.0	True	False	False	False
558	1.0	558.0	True	False	False	False
559	1.0	559.0	True	False	False	False
560	1.0	560.0	True	False	False	False
561	1.0	561.0	True	False	False	False
562	1.0	562.0	True	False	False	False
563	1.0	563.0	True	False	False	False
564	1.0	564.0	True	False	False	False
565	1.0	565.0	True	False	False	False
566	1.0	566.0	False	True	False	False
567	1.0	567.0	False	True	False	False
568	1.0	568.0	False	True	False	False
569	1.0	569.0	False	True	False	False
570	1.0	570.0	False	True	False	False
571	1.0	571.0	False	True	False	False
572	1.0	572.0	False	True	False	False
573	1.0	573.0	True	False	False	False
574	1.0	574.0	True	False	False	False
575	1.0	575.0	True	False	False	False
576	1.0	576.0	True	False	False	False
577	1.0	577.0	True	False	False	False
578	1.0	578.0	True	False	False	False
579	1.0	579.0	True	False	False	False
580	1.0	580.0	True	False	False	False
581	1.0	581.0	True	False	False	False
582	1.0	582.0	True	False	False	False
583	1.0	583.0	True	False	False	False
584	1.0	584.0	True	False	False	False
585	1.0	585.0	True	False	False	False
586	1.0	586.0	True	False	False	False
587	1.0	587.0	True	False	False	False
588	1.0	588.0	False	False	False	True
589	1.0	589.0	False	False	False	True
590	1.0	590.0	False	False	False	True
591	1.0	591.0	False	False	False	True
592	1.0	592.0	False	False	False	True
593	1.0	593.0	False	False	False	True
594	1.0	594.0	False	False	False	True
595	1.0	595.0	False	False	False	True
596	1.0	596.0	True	False	False	False
597	1.0	597.0	True	False	False	False
598	1.0	598.0	True	False	False	False
599	1.0	599.0	True	False	False	False
600	1.0	600.0	True	False	False	False
601	1.0	601.0	True	False	False	False
602	1.0	602.0	True	False	False	False
603	1.0	603.0	True	False	False	False
604	1.0	604.0	True	False	False	False
605	1.0	605.0	True	False	False	False
606	1.0	606.0	True	False	False	False
607	1.0	607.0	True	False	False	False
608	1.0	608.0	True	False	False	False
609	1.0	609.0	True	False	False	False
610	1.0	610.0	True	False	False	False
611	1.0	611.0	True	False	False	False
612	1.0	612.0	True	False	False	False
613	1.0	613.0	True	False	False	False
614	1.0	614.0	False	True	False	False
615	1.0	615.0	False	True	False	False
616	1.0	616.0	False	True	False	False
617	1.0	617.0	False	True	False	False
618	1.0	618.0	False	True	False	False
619	1.0	619.0	False	True	False	False
620	1.0	620.0	False	True	False	False
621	1.0	621.0	False	True	False	False
622	1.0	622.0	False	True	False	False
623	1.0	623.0	False	True	False	False
624	1.0	624.0	True	False	False	False
625	1.0	625.0	True	False	False	False
626	1.0	626.0	True	False	False	False
627	1.0	627.0	True	False	False	False
628	1.0	628.0	True	False	False	False
629	1.0	629.0	True	False	False	False
630	1.0	630.0	True	False	False	False
631	1.0	631.0	True	False	False	False
632	1.0	632.0	True	False	False	False
633	1.0	633.0	True	False	False	False
634	1.0	634.0	True	False	False	False
635	1.0	635.0	True	False	False	False
636	1.0	636.0	True	False	False	False
637	1.0	637.0	True	False	False	False
638	1.0	638.0	True	False	False	False
639	1.0	639.0	True	False	False	False
640	1.0	640.0	False	False	False	True
641	1.0	641.0	False	False	False	True
642	1.0	642.0	False	False	False	True
643	1.0	643.0	False	False	False	True
644	1.0	644.0	True	False	False	False
645	1.0	645.0	True	False	False	False
646	1.0	646.0	True	False	False	False
647	1.0	647.0	True	False	False	False
648	1.0	648.0	True	False	False	False
649	1.0	649.0	True	False	False	False
650	1.0	650.0	True	False	False	False
651	1.0	651.0	True	False	False	False
652	1.0	652.0	True	False	False	False
653	1.0	653.0	True	False	False	False
654	1.0	654.0	True	False	False	False
655	1.0	655.0	True	False	False	False
656	1.0	656.0	True	False	False	False
657	1.0	657.0	True	False	False	False
658	1.0	658.0	True	False	False	False
659	1.0	659.0	True	False	False	False
660	1.0	660.0	True	False	False	False
661	1.0	661.0	True	False	False	False
662	1.0	662.0	False	True	False	False
663	1.0	663.0	False	True	False	False
664	1.0	664.0	False	True	False	False
665	1.0	665.0	False	True	False	False
666	1.0	666.0	True	False	False	False
667	1.0	667.0	True	False	False	False
668	1.0	668.0	True	False	False	False
669	1.0	669.0	True	False	False	False
670	1.0	670.0	True	False	False	False
671	1.0	671.0	True	False	False	False
672	1.0	672.0	True	False	False	False
673	1.0	673.0	True	False	False	False
674	1.0	674.0	True	False	False	False
675	1.0	675.0	True	False	False	False
676	1.0	676.0	True	False	False	False
677	1.0	677.0	True	False	False	False
678	1.0	678.0	True	False	False	False
679	1.0	679.0	True	False	False	False
680	1.0	680.0	True	False	False	False
681	1.0	681.0	False	False	True	False
682	1.0	682.0	True	False	False	False
683	1.0	683.0	True	False	False	False
684	1.0	684.0	True	False	False	False
685	1.0	685.0	True	False	False	False
686	1.0	686.0	True	False	False	False
687	1.0	687.0	True	False	False	False
688	1.0	688.0	True	False	False	False
689	1.0	689.0	True	False	False	False
690	1.0	690.0	True	False	False	False
691	1.0	691.0	True	False	False	False
692	1.0	692.0	True	False	False	False
693	1.0	693.0	True	False	False	False
694	1.0	694.0	True	False	False	False
695	1.0	695.0	True	False	False	False
696	1.0	696.0	True	False	False	False
697	1.0	697.0	True	False	False	False
698	1.0	698.0	True	False	False	False
699	1.0	699.0	True	False	False	False
700	1.0	700.0	True	False	False	False
701	1.0	701.0	False	False	False	True
702	1.0	702.0	False	False	False	True
703	1.0	703.0	False	False	False	True
704	1.0	704.0	False	False	False	True
705	1.0	705.0	False	False	False	True
706	1.0	706.0	False	False	False	True
707	1.0	707.0	False	False	False	True
708	1.0	708.0	False	False	False	True
709	1.0	709.0	True	False	False	False
710	2.0	0.0	True	False	False	False
711	2.0	1.0	True	False	False	False
712	2.0	2.0	True	False	False	False
713	2.0	3.0	True	False	False	False
714	2.0	4.0	True	False	False	False
715	2.0	5.0	True	False	False	False
716	2.0	6.0	True	False	False	False
717	2.0	7.0	True	False	False	False
718	2.0	8.0	True	False	False	False
719	2.0	9.0	True	False	False	False
720	2.0	10.0	True	False	False	False
721	2.0	11.0	True	False	False	False
722	2.0	12.0	True	False	False	False
723	2.0	13.0	True	False	False	False
724	2.0	14.0	True	False	False	False
725	2.0	15.0	False	True	False	False
726	2.0	16.0	False	True	False	False
727	2.0	17.0	False	True	False	False
728	2.0	18.0	False	True	False	False
729	2.0	19.0	True	False	False	False
730	2.0	20.0	True	False	False	False
731	2.0	21.0	True	False	False	False
732	2.0	22.0	True	False	False	False
733	2.0	23.0	True	False	False	False
734	2.0	24.0	True	False	False	False
735	2.0	25.0	True	False	False	False
736	2.0	26.0	True	False	False	False
737	2.0	27.0	True	False	False	False
738	2.0	28.0	True	False	False	False
739	2.0	29.0	True	False	False	False
740	2.0	30.0	True	False	False	False
741	2.0	31.0	True	False	False	False
742	2.0	32.0	True	False	False	False
743	2.0	33.0	True	False	False	False
744	2.0	34.0	False	False	False	True
745	2.0	35.0	False	False	False	True
746	2.0	36.0	False	False	False	True
747	2.0	37.0	False	False	False	True
748	2.0	38.0	False	False	False	True
749	2.0	39.0	False	False	False	True
750	2.0	40.0	True	False	False	False
751	2.0	41.0	True	False	False	False
752	2.0	42.0	True	False	False	False
753	2.0	43.0	True	False	False	False
754	2.0	44.0	True	False	False	False
755	2.0	45.0	True	False	False	False
756	2.0	46.0	True	False	False	False
757	2.0	47.0	True	False	False	False
758	2.0	48.0	True	False	False	False
759	2.0	49.0	True	False	False	False
760	2.0	50.0	True	False	False	False
761	2.0	51.0	True	False	False	False
762	2.0	52.0	True	False	False	False
763	2.0	53.0	False	False	False	True
764	2.0	54.0	False	False	False	True
765	2.0	55.0	False	False	False	True
766	2.0	56.0	False	False	False	True
767	2.0	57.0	True	False	False	False
768	2.0	58.0	True	False	False	False
769	2.0	59.0	True	False	False	False
770	2.0	60.0	True	False	False	False
771	2.0	61.0	True	False	False	False
772	2.0	62.0	True	False	False	False
773	2.0	63.0	True	False	False	False
